order_id,customer_name,category,sub_category,city,order_date,region,sales,discount,profit,state,,,,
OD4955,Sudeep,"Eggs,Meat&Fish",Eggs,Vellore,11-16-2018,East,1693,0.22,643.34,TamilNadu,11-16-2018,,,
OD4956,Yusuf,Fruits&Veggies,OrganicFruits,Salem,7-31-2016,East,1238,0.2,495.2,TamilNadu,7-31-2016,,,
OD4957,Alan,Bakery,Cakes,Chennai,5-25-2018,East,507,0.16,35.49,TamilNadu,5-25-2018,,,
OD4958,Sundar,FoodGrains,Dals&Pulses,Cumbum,2017-08-05,East,502,0.27,225.9,TamilNadu,05-08-2017,,,
OD4959,Veronica,Oil&Masala,Masalas,Nagercoil,3-16-2018,East,1530,0.28,428.4,TamilNadu,3-16-2018,,,
OD4960,Jonas,"Eggs,Meat&Fish",Chicken,Perambalur,2015-03-10,East,2042,0.18,408.4,TamilNadu,10-03-2015,,,
OD4961,Yadav,Snacks,Cookies,Pudukottai,3-16-2018,East,1876,0.19,806.68,TamilNadu,3-16-2018,,,
OD4962,Vinne,Snacks,Chocolates,Ooty,2016-06-12,East,700,0.24,70,TamilNadu,12-06-2016,,,
OD4963,Amrish,Snacks,Cookies,Karur,2015-10-10,East,1638,0.2,196.56,TamilNadu,10-10-2015,,,
OD4964,Esther,Fruits&Veggies,FreshVegetables,Nagercoil,7-14-2017,South,1343,0.25,282.03,TamilNadu,7-14-2017,,,
OD4965,Ram,Snacks,Chocolates,Viluppuram,8-13-2017,South,2268,0.24,1020.6,TamilNadu,8-13-2017,,,
OD4966,Shah,Fruits&Veggies,OrganicVegetables,Perambalur,2017-07-02,South,2465,0.19,1084.6,TamilNadu,02-07-2017,,,
OD4967,Mathew,Snacks,Noodles,Karur,11-30-2017,South,2187,0.1,765.45,TamilNadu,11-30-2017,,,
OD4968,Haseena,Oil&Masala,Masalas,Karur,10-23-2016,South,1755,0.18,508.95,TamilNadu,10-23-2016,,,
OD4969,Aditi,Bakery,Breads&Buns,Theni,2015-08-10,South,1345,0.19,564.9,TamilNadu,10-08-2015,,,
OD4970,Yadav,Fruits&Veggies,OrganicFruits,Theni,2018-06-05,South,1061,0.24,318.3,TamilNadu,05-06-2018,,,
OD4971,Sudha,Fruits&Veggies,OrganicFruits,Theni,2017-08-07,South,2473,0.25,717.17,TamilNadu,07-08-2017,,,
OD4972,Surya,"Eggs,Meat&Fish",Fish,Salem,3-22-2016,South,1289,0.17,412.48,TamilNadu,3-22-2016,,,
OD4973,Haseena,FoodGrains,OrganicStaples,Tirunelveli,10-23-2016,South,1303,0.32,547.26,TamilNadu,10-23-2016,,,
OD4974,Sudha,Beverages,SoftDrinks,Namakkal,2017-01-12,South,2423,0.16,533.06,TamilNadu,12-01-2017,,,
OD4975,Adavan,Beverages,HealthDrinks,Dindigul,10-24-2017,West,2348,0.32,986.16,TamilNadu,10-24-2017,,,
OD4976,Yadav,Bakery,Cakes,Pudukottai,9-13-2015,West,2268,0.19,476.28,TamilNadu,9-13-2015,,,
OD4977,Akash,FoodGrains,Atta&Flour,Viluppuram,9-13-2015,West,1898,0.31,512.46,TamilNadu,9-13-2015,,,
OD4978,Shree,Oil&Masala,Masalas,Bodi,10-16-2015,West,1158,0.14,138.96,TamilNadu,10-16-2015,,,
OD4979,Yusuf,Oil&Masala,Masalas,Dindigul,2017-11-12,West,1541,0.2,600.99,TamilNadu,12-11-2017,,,
OD4980,Haseena,Fruits&Veggies,OrganicFruits,Viluppuram,9-13-2015,West,2388,0.28,214.92,TamilNadu,9-13-2015,,,
OD4981,Alan,FoodGrains,Dals&Pulses,Tirunelveli,2016-05-04,West,2484,0.16,869.4,TamilNadu,04-05-2016,,,
OD4982,Adavan,Oil&Masala,Spices,Madurai,2016-02-11,West,917,0.17,183.4,TamilNadu,11-02-2016,,,
OD4983,Alan,FoodGrains,Rice,Madurai,3-30-2018,West,1123,0.31,56.15,TamilNadu,3-30-2018,,,
OD4984,Veronica,Snacks,Cookies,Cumbum,10-31-2016,West,1646,0.35,246.9,TamilNadu,10-31-2016,,,
OD4985,Vidya,Oil&Masala,Masalas,Karur,2017-04-09,West,1532,0.32,91.92,TamilNadu,09-04-2017,,,
OD4986,Muneer,FoodGrains,Atta&Flour,Viluppuram,2018-11-09,West,2261,0.34,972.23,TamilNadu,09-11-2018,,,
OD4987,Shree,Bakery,Breads&Buns,Dharmapuri,12-20-2015,West,2139,0.2,641.7,TamilNadu,12-20-2015,,,
OD4988,Sudha,Oil&Masala,Spices,Tirunelveli,7-21-2018,West,1836,0.28,385.56,TamilNadu,7-21-2018,,,
OD4989,Roshan,Fruits&Veggies,FreshVegetables,Dindigul,11-21-2016,Central,874,0.34,253.46,TamilNadu,11-21-2016,,,
OD4990,Roshan,Snacks,Chocolates,Kanyakumari,11-21-2016,Central,640,0.22,44.8,TamilNadu,11-21-2016,,,
OD4991,Aditi,"Eggs,Meat&Fish",Fish,Kanyakumari,2017-03-03,Central,1868,0.26,616.44,TamilNadu,03-03-2017,,,
OD4992,Yadav,Oil&Masala,EdibleOil&Ghee,Ooty,2016-12-10,Central,726,0.34,36.3,TamilNadu,10-12-2016,,,
OD4993,Vidya,Bakery,Cakes,Dindigul,2015-07-09,Central,723,0.3,72.3,TamilNadu,09-07-2015,,,
OD4994,Aditi,"Eggs,Meat&Fish",Mutton,Chennai,2016-12-10,Central,2226,0.23,200.34,TamilNadu,10-12-2016,,,
OD4995,Yadav,Snacks,Cookies,Bodi,7-23-2018,Central,1512,0.14,105.84,TamilNadu,7-23-2018,,,
OD4996,Arvind,Beverages,HealthDrinks,Nagercoil,7-20-2016,Central,959,0.23,201.39,TamilNadu,7-20-2016,,,
OD4997,Aditi,Fruits&Veggies,FreshFruits,Cumbum,2018-10-09,Central,894,0.18,232.44,TamilNadu,09-10-2018,,,
OD4998,Rumaiza,"Eggs,Meat&Fish",Mutton,Krishnagiri,4-23-2018,Central,2474,0.21,272.14,TamilNadu,4-23-2018,,,
OD4999,Muneer,Fruits&Veggies,OrganicVegetables,Chennai,2018-09-12,Central,1794,0.17,699.66,TamilNadu,12-09-2018,,,
OD5000,Arutra,Snacks,Cookies,Kanyakumari,2018-10-09,Central,2280,0.28,820.8,TamilNadu,09-10-2018,,,
OD5001,Suresh,Fruits&Veggies,OrganicVegetables,Virudhunagar,11-24-2015,Central,2389,0.24,907.82,TamilNadu,11-24-2015,,,
OD5002,Veena,Fruits&Veggies,FreshFruits,Tirunelveli,2017-03-08,Central,536,0.22,209.04,TamilNadu,08-03-2017,,,
OD5003,Vidya,FoodGrains,OrganicStaples,Ramanadhapuram,11-24-2017,Central,669,0.12,294.36,TamilNadu,11-24-2017,,,
OD5004,Yadav,Oil&Masala,Spices,Chennai,10-28-2018,Central,600,0.3,72,TamilNadu,10-28-2018,,,
OD5005,Komal,Beverages,SoftDrinks,Karur,10-28-2018,Central,2235,0.1,894,TamilNadu,10-28-2018,,,
OD5006,Vidya,Snacks,Chocolates,Trichy,2016-12-07,Central,1053,0.29,442.26,TamilNadu,07-12-2016,,,
OD5007,Alan,Beverages,SoftDrinks,Chennai,2015-02-09,Central,932,0.15,316.88,TamilNadu,09-02-2015,,,
OD5008,Adavan,Snacks,Chocolates,Dindigul,10-17-2015,Central,1203,0.34,324.81,TamilNadu,10-17-2015,,,
OD5009,Yusuf,Bakery,Breads&Buns,Coimbatore,11-24-2017,Central,542,0.24,81.3,TamilNadu,11-24-2017,,,
OD5010,Malik,Fruits&Veggies,FreshFruits,Salem,7-18-2017,Central,2079,0.24,519.75,TamilNadu,7-18-2017,,,
OD5011,Vince,Snacks,Noodles,Ooty,6-28-2017,Central,1394,0.18,236.98,TamilNadu,6-28-2017,,,
OD5012,Ganesh,Oil&Masala,Spices,Ramanadhapuram,12-19-2016,Central,2310,0.18,600.6,TamilNadu,12-19-2016,,,
OD5013,Peer,"Eggs,Meat&Fish",Fish,Karur,2015-12-07,Central,1431,0.2,286.2,TamilNadu,07-12-2015,,,
OD5014,Ravi,FoodGrains,Dals&Pulses,Trichy,12-16-2015,Central,1975,0.16,849.25,TamilNadu,12-16-2015,,,
OD5015,Peer,"Eggs,Meat&Fish",Fish,Karur,2016-12-07,Central,864,0.25,86.4,TamilNadu,07-12-2016,,,
OD5016,Mathew,Oil&Masala,EdibleOil&Ghee,Kanyakumari,11-17-2018,Central,1985,0.13,397,TamilNadu,11-17-2018,,,
OD5017,Alan,"Eggs,Meat&Fish",Mutton,Viluppuram,2016-03-01,Central,1371,0.25,191.94,TamilNadu,01-03-2016,,,
OD5018,Shah,"Eggs,Meat&Fish",Eggs,Ooty,2017-10-09,Central,777,0.28,341.88,TamilNadu,09-10-2017,,,
OD5019,Muneer,FoodGrains,Rice,Vellore,10-23-2018,Central,2330,0.23,1001.9,TamilNadu,10-23-2018,,,
OD5020,Arvind,Fruits&Veggies,FreshVegetables,Chennai,2016-09-02,Central,547,0.23,153.16,TamilNadu,02-09-2016,,,
OD5021,Ravi,Beverages,HealthDrinks,Pudukottai,2017-12-08,Central,839,0.15,159.41,TamilNadu,08-12-2017,,,
OD5022,Suresh,Snacks,Noodles,Namakkal,2016-12-07,Central,1848,0.2,462,TamilNadu,07-12-2016,,,
OD5023,Surya,Fruits&Veggies,FreshFruits,Krishnagiri,7-14-2017,Central,1018,0.11,244.32,TamilNadu,7-14-2017,,,
OD5024,Adavan,Fruits&Veggies,FreshFruits,Coimbatore,5-26-2016,Central,2117,0.3,127.02,TamilNadu,5-26-2016,,,
OD5025,Vinne,"Eggs,Meat&Fish",Eggs,Cumbum,2016-11-10,East,1055,0.32,94.95,TamilNadu,10-11-2016,,,
OD5026,Arutra,Oil&Masala,Spices,Tirunelveli,9-15-2018,East,1089,0.32,141.57,TamilNadu,9-15-2018,,,
OD5027,James,Bakery,Biscuits,Bodi,7-18-2016,East,2321,0.11,974.82,TamilNadu,7-18-2016,,,
OD5028,Yusuf,Oil&Masala,Masalas,Coimbatore,7-15-2018,East,840,0.25,361.2,TamilNadu,7-15-2018,,,
OD5029,Sudeep,Oil&Masala,EdibleOil&Ghee,Dindigul,2017-06-09,East,1317,0.26,223.89,TamilNadu,09-06-2017,,,
OD5030,Veronica,Fruits&Veggies,FreshFruits,Ooty,2016-09-11,East,2186,0.24,546.5,TamilNadu,11-09-2016,,,
OD5031,Hussain,Beverages,HealthDrinks,Pudukottai,11-23-2016,East,2483,0.21,744.9,TamilNadu,11-23-2016,,,
OD5032,Yusuf,Oil&Masala,Masalas,Tirunelveli,2018-05-11,East,558,0.33,61.38,TamilNadu,11-05-2018,,,
OD5033,Komal,Fruits&Veggies,FreshVegetables,Tenkasi,9-28-2016,East,1290,0.34,503.1,TamilNadu,9-28-2016,,,
OD5034,Roshan,FoodGrains,Dals&Pulses,Bodi,3-17-2018,East,1699,0.26,101.94,TamilNadu,3-17-2018,,,
OD5035,Shree,"Eggs,Meat&Fish",Eggs,Salem,2017-11-06,East,637,0.25,248.43,TamilNadu,06-11-2017,,,
OD5036,Roshan,Snacks,Chocolates,Tirunelveli,2015-05-03,East,948,0.35,75.84,TamilNadu,03-05-2015,,,
OD5037,Krithika,Bakery,Cakes,Nagercoil,2017-01-12,East,1766,0.22,317.88,TamilNadu,12-01-2017,,,
OD5038,Ridhesh,"Eggs,Meat&Fish",Fish,Chennai,8-27-2017,East,797,0.17,135.49,TamilNadu,8-27-2017,,,
OD5039,Vinne,Snacks,Chocolates,Viluppuram,3-31-2018,East,1002,0.21,200.4,TamilNadu,3-31-2018,,,
OD5040,Komal,Beverages,HealthDrinks,Ramanadhapuram,2016-09-10,East,633,0.21,151.92,TamilNadu,10-09-2016,,,
OD5041,Ravi,"Eggs,Meat&Fish",Chicken,Viluppuram,2018-12-05,East,887,0.35,301.58,TamilNadu,05-12-2018,,,
OD5042,Kumar,"Eggs,Meat&Fish",Fish,Bodi,2016-09-11,East,1768,0.17,335.92,TamilNadu,11-09-2016,,,
OD5043,Sudeep,FoodGrains,Dals&Pulses,Krishnagiri,7-20-2017,East,2274,0.24,750.42,TamilNadu,7-20-2017,,,
OD5044,Yusuf,FoodGrains,Atta&Flour,Salem,11-26-2018,East,2405,0.22,793.65,TamilNadu,11-26-2018,,,
OD5045,Esther,Fruits&Veggies,FreshFruits,Coimbatore,2016-04-12,East,2395,0.28,1053.8,TamilNadu,12-04-2016,,,
OD5046,Sheeba,FoodGrains,Rice,Coimbatore,2018-11-07,East,1597,0.15,351.34,TamilNadu,07-11-2018,,,
OD5047,Yusuf,"Eggs,Meat&Fish",Eggs,Chennai,3-17-2018,East,1673,0.17,368.06,TamilNadu,3-17-2018,,,
OD5048,Ramesh,Fruits&Veggies,OrganicVegetables,Pudukottai,11-14-2015,East,1211,0.26,266.42,TamilNadu,11-14-2015,,,
OD5049,Arutra,Oil&Masala,Masalas,Pudukottai,3-17-2018,East,1890,0.35,378,TamilNadu,3-17-2018,,,
OD5050,Ganesh,Snacks,Cookies,Namakkal,9-22-2018,East,781,0.23,351.45,TamilNadu,9-22-2018,,,
OD5051,Mathew,FoodGrains,Rice,Namakkal,9-19-2016,East,1097,0.18,460.74,TamilNadu,9-19-2016,,,
OD5052,Veena,Fruits&Veggies,OrganicFruits,Tirunelveli,12-27-2017,East,1140,0.29,114,TamilNadu,12-27-2017,,,
OD5053,Veronica,FoodGrains,Atta&Flour,Ooty,3-31-2017,East,2227,0.19,690.37,TamilNadu,3-31-2017,,,
OD5054,Ram,FoodGrains,Atta&Flour,Pudukottai,9-22-2018,East,2190,0.17,175.2,TamilNadu,9-22-2018,,,
OD5055,James,Beverages,HealthDrinks,Ramanadhapuram,2016-05-12,East,1710,0.2,102.6,TamilNadu,12-05-2016,,,
OD5056,Amy,Beverages,HealthDrinks,Kanyakumari,1-27-2018,East,583,0.21,46.64,TamilNadu,1-27-2018,,,
OD5057,Peer,Fruits&Veggies,OrganicVegetables,Nagercoil,3-26-2016,East,543,0.18,244.35,TamilNadu,3-26-2016,,,
OD5058,Komal,"Eggs,Meat&Fish",Mutton,Pudukottai,9-25-2018,East,1887,0.25,547.23,TamilNadu,9-25-2018,,,
OD5059,Jackson,"Eggs,Meat&Fish",Fish,Madurai,6-16-2018,East,2421,0.33,919.98,TamilNadu,6-16-2018,,,
OD5060,Sabeela,Oil&Masala,Masalas,Tirunelveli,2015-09-09,East,2097,0.17,733.95,TamilNadu,09-09-2015,,,
OD5061,Sudeep,Beverages,SoftDrinks,Dindigul,1-27-2016,East,2410,0.27,457.9,TamilNadu,1-27-2016,,,
OD5062,Surya,Oil&Masala,Spices,Ooty,2015-09-09,East,1947,0.24,194.7,TamilNadu,09-09-2015,,,
OD5063,Anu,Oil&Masala,Spices,Nagercoil,7-13-2018,East,2466,0.26,295.92,TamilNadu,7-13-2018,,,
OD5064,Verma,FoodGrains,OrganicStaples,Theni,9-26-2016,East,884,0.15,176.8,TamilNadu,9-26-2016,,,
OD5065,Sudha,Snacks,Cookies,Virudhunagar,2015-01-12,East,672,0.31,114.24,TamilNadu,12-01-2015,,,
OD5066,Esther,Fruits&Veggies,FreshFruits,Theni,11-18-2015,East,1068,0.34,331.08,TamilNadu,11-18-2015,,,
OD5067,Amy,Fruits&Veggies,FreshVegetables,Dharmapuri,1-19-2018,East,2126,0.28,425.2,TamilNadu,1-19-2018,,,
OD5068,Arvind,Bakery,Biscuits,Karur,8-24-2016,East,865,0.13,233.55,TamilNadu,8-24-2016,,,
OD5069,Veronica,Beverages,HealthDrinks,Theni,1-27-2018,East,1303,0.18,221.51,TamilNadu,1-27-2018,,,
OD5070,Kumar,Oil&Masala,Spices,Chennai,2016-09-07,East,830,0.21,348.6,TamilNadu,07-09-2016,,,
OD5071,Vince,Oil&Masala,Spices,Krishnagiri,3-31-2017,East,795,0.15,127.2,TamilNadu,3-31-2017,,,
OD5072,Rumaiza,Bakery,Biscuits,Madurai,11-14-2017,East,2292,0.25,229.2,TamilNadu,11-14-2017,,,
OD5073,Adavan,Snacks,Cookies,Ooty,1-27-2016,East,1087,0.18,173.92,TamilNadu,1-27-2016,,,
OD5074,Anu,Snacks,Chocolates,Kanyakumari,4-30-2016,East,2043,0.16,143.01,TamilNadu,4-30-2016,,,
OD5075,Ganesh,Bakery,Biscuits,Perambalur,11-14-2017,South,860,0.19,206.4,TamilNadu,11-14-2017,,,
OD5076,Amy,Bakery,Cakes,Cumbum,12-16-2015,South,846,0.35,42.3,TamilNadu,12-16-2015,,,
OD5077,Mathew,Bakery,Biscuits,Theni,2018-09-12,South,565,0.31,62.15,TamilNadu,12-09-2018,,,
OD5078,Shah,"Eggs,Meat&Fish",Eggs,Tirunelveli,2017-05-12,South,1464,0.35,146.4,TamilNadu,12-05-2017,,,
OD5079,Vinne,Oil&Masala,Spices,Trichy,4-30-2015,South,760,0.29,281.2,TamilNadu,4-30-2015,,,
OD5080,Verma,"Eggs,Meat&Fish",Chicken,Vellore,2015-06-08,South,2426,0.22,970.4,TamilNadu,08-06-2015,,,
OD5081,Alan,Snacks,Noodles,Cumbum,2-17-2018,South,1050,0.19,472.5,TamilNadu,2-17-2018,,,
OD5082,Anu,Snacks,Chocolates,Coimbatore,9-23-2018,South,868,0.32,147.56,TamilNadu,9-23-2018,,,
OD5083,Amy,Fruits&Veggies,OrganicVegetables,Salem,2018-09-12,South,1265,0.34,392.15,TamilNadu,12-09-2018,,,
OD5084,Ganesh,Fruits&Veggies,FreshVegetables,Theni,2017-02-02,South,1949,0.31,545.72,TamilNadu,02-02-2017,,,
OD5085,Shah,FoodGrains,OrganicStaples,Kanyakumari,2016-08-11,South,2353,0.17,1011.79,TamilNadu,11-08-2016,,,
OD5086,Suresh,Fruits&Veggies,FreshFruits,Coimbatore,3-27-2018,South,2200,0.27,902,TamilNadu,3-27-2018,,,
OD5087,Vince,FoodGrains,Dals&Pulses,Nagercoil,2016-06-12,South,2053,0.23,739.08,TamilNadu,12-06-2016,,,
OD5088,Veronica,FoodGrains,Atta&Flour,Tenkasi,2018-03-12,South,2325,0.12,1046.25,TamilNadu,12-03-2018,,,
OD5089,Alan,"Eggs,Meat&Fish",Chicken,Coimbatore,2018-07-08,South,2415,0.15,120.75,TamilNadu,08-07-2018,,,
OD5090,James,Oil&Masala,Masalas,Cumbum,2015-02-05,South,537,0.34,53.7,TamilNadu,05-02-2015,,,
OD5091,Yadav,FoodGrains,OrganicStaples,Namakkal,2017-05-09,South,1273,0.24,343.71,TamilNadu,09-05-2017,,,
OD5092,Peer,Beverages,SoftDrinks,Pudukottai,2015-11-04,South,1867,0.24,448.08,TamilNadu,04-11-2015,,,
OD5093,Veena,FoodGrains,Dals&Pulses,Madurai,7-29-2018,South,2298,0.18,505.56,TamilNadu,7-29-2018,,,
OD5094,Veena,Oil&Masala,Masalas,Coimbatore,2015-11-04,South,682,0.31,170.5,TamilNadu,04-11-2015,,,
OD5095,Aditi,Bakery,Cakes,Salem,8-23-2018,South,2126,0.35,935.44,TamilNadu,8-23-2018,,,
OD5096,Sharon,"Eggs,Meat&Fish",Eggs,Pudukottai,5-27-2015,West,1878,0.18,131.46,TamilNadu,5-27-2015,,,
OD5097,Malik,Oil&Masala,Spices,Kanyakumari,12-21-2016,West,1202,0.2,168.28,TamilNadu,12-21-2016,,,
OD5098,Amrish,Beverages,HealthDrinks,Kanyakumari,12-18-2018,West,1867,0.34,317.39,TamilNadu,12-18-2018,,,
OD5099,Surya,Snacks,Cookies,Viluppuram,2016-04-06,West,639,0.21,166.14,TamilNadu,06-04-2016,,,
OD5100,Hussain,Beverages,HealthDrinks,Chennai,12-14-2016,West,739,0.19,169.97,TamilNadu,12-14-2016,,,
OD5101,Veronica,Snacks,Chocolates,Nagercoil,7-27-2015,West,2050,0.12,676.5,TamilNadu,7-27-2015,,,
OD5102,Alan,Oil&Masala,Spices,Vellore,2016-12-09,West,2498,0.29,749.4,TamilNadu,09-12-2016,,,
OD5103,Sudeep,"Eggs,Meat&Fish",Mutton,Karur,2016-04-06,West,2380,0.35,214.2,TamilNadu,06-04-2016,,,
OD5104,Esther,Snacks,Chocolates,Ooty,3-29-2016,West,1789,0.29,178.9,TamilNadu,3-29-2016,,,
OD5105,Adavan,FoodGrains,Rice,Viluppuram,4-25-2018,West,1736,0.22,711.76,TamilNadu,4-25-2018,,,
OD5106,Suresh,"Eggs,Meat&Fish",Chicken,Ramanadhapuram,7-17-2017,West,2399,0.13,359.85,TamilNadu,7-17-2017,,,
OD5107,Sudeep,Bakery,Breads&Buns,Pudukottai,2018-03-11,West,2191,0.24,832.58,TamilNadu,11-03-2018,,,
OD5108,Sabeela,Oil&Masala,Masalas,Kanyakumari,2017-05-11,West,2114,0.15,486.22,TamilNadu,11-05-2017,,,
OD5109,Vince,Oil&Masala,Spices,Ooty,11-13-2018,West,1040,0.1,52,TamilNadu,11-13-2018,,,
OD5110,Mathew,Fruits&Veggies,OrganicVegetables,Kanyakumari,7-27-2018,West,1957,0.29,743.66,TamilNadu,7-27-2018,,,
OD5111,Jackson,Bakery,Cakes,Nagercoil,5-22-2018,West,2343,0.33,773.19,TamilNadu,5-22-2018,,,
OD5112,Sudeep,"Eggs,Meat&Fish",Eggs,Krishnagiri,10-23-2016,West,1748,0.2,87.4,TamilNadu,10-23-2016,,,
OD5113,Harish,Oil&Masala,Masalas,Namakkal,2-27-2016,West,888,0.11,248.64,TamilNadu,2-27-2016,,,
OD5114,Komal,Oil&Masala,Spices,Bodi,2018-12-10,West,1141,0.23,171.15,TamilNadu,10-12-2018,,,
OD5115,Mathew,Snacks,Noodles,Bodi,11-27-2017,West,1787,0.11,661.19,TamilNadu,11-27-2017,,,
OD5116,Alan,Snacks,Cookies,Madurai,9-24-2016,West,1360,0.33,340,TamilNadu,9-24-2016,,,
OD5117,Veena,Fruits&Veggies,OrganicFruits,Cumbum,9-24-2016,West,1699,0.21,84.95,TamilNadu,9-24-2016,,,
OD5118,Vinne,Fruits&Veggies,OrganicVegetables,Namakkal,12-17-2016,West,1183,0.28,485.03,TamilNadu,12-17-2016,,,
OD5119,Sabeela,Snacks,Noodles,Ooty,4-13-2016,West,862,0.29,103.44,TamilNadu,4-13-2016,,,
OD5120,Vince,"Eggs,Meat&Fish",Mutton,Bodi,3-17-2017,West,538,0.21,118.36,TamilNadu,3-17-2017,,,
OD5121,Harish,Bakery,Biscuits,Ramanadhapuram,6-27-2017,West,644,0.22,167.44,TamilNadu,6-27-2017,,,
OD5122,Suresh,Bakery,Breads&Buns,Salem,7-17-2017,West,2025,0.16,405,TamilNadu,7-17-2017,,,
OD5123,Esther,Bakery,Cakes,Perambalur,2016-09-06,West,1889,0.22,113.34,TamilNadu,06-09-2016,,,
OD5124,Yadav,"Eggs,Meat&Fish",Fish,Virudhunagar,12-29-2015,West,1155,0.22,334.95,TamilNadu,12-29-2015,,,
OD5125,Komal,Oil&Masala,Masalas,Cumbum,2018-12-06,West,629,0.33,194.99,TamilNadu,06-12-2018,,,
OD5126,Muneer,Oil&Masala,EdibleOil&Ghee,Tirunelveli,2016-11-04,West,1212,0.12,109.08,TamilNadu,04-11-2016,,,
OD5127,Akash,Bakery,Biscuits,Vellore,6-24-2017,West,2039,0.16,876.77,TamilNadu,6-24-2017,,,
OD5128,Rumaiza,Fruits&Veggies,FreshVegetables,Chennai,2018-10-12,West,2113,0.18,169.04,TamilNadu,12-10-2018,,,
OD5129,Komal,"Eggs,Meat&Fish",Chicken,Vellore,12-14-2016,West,527,0.22,184.45,TamilNadu,12-14-2016,,,
OD5130,Jonas,Bakery,Biscuits,Tirunelveli,6-23-2016,West,2353,0.13,588.25,TamilNadu,6-23-2016,,,
OD5131,Jackson,Beverages,HealthDrinks,Bodi,2017-07-07,West,1652,0.16,280.84,TamilNadu,07-07-2017,,,
OD5132,Surya,Beverages,SoftDrinks,Virudhunagar,12-25-2016,West,1476,0.25,457.56,TamilNadu,12-25-2016,,,
OD5133,Haseena,Oil&Masala,EdibleOil&Ghee,Viluppuram,2018-11-06,West,2115,0.3,803.7,TamilNadu,06-11-2018,,,
OD5134,Amy,Fruits&Veggies,FreshFruits,Cumbum,4-19-2017,West,2373,0.16,355.95,TamilNadu,4-19-2017,,,
OD5135,Sudeep,Beverages,SoftDrinks,Karur,2015-04-08,West,2238,0.26,447.6,TamilNadu,08-04-2015,,,
OD5136,Amrish,Snacks,Noodles,Coimbatore,10-26-2015,West,1393,0.25,515.41,TamilNadu,10-26-2015,,,
OD5137,Haseena,Snacks,Cookies,Tenkasi,2018-03-12,West,1056,0.14,359.04,TamilNadu,12-03-2018,,,
OD5138,Esther,Beverages,SoftDrinks,Salem,3-23-2015,West,1813,0.11,199.43,TamilNadu,3-23-2015,,,
OD5139,Amrish,Snacks,Cookies,Perambalur,6-23-2017,West,1052,0.19,252.48,TamilNadu,6-23-2017,,,
OD5140,Amrish,FoodGrains,Atta&Flour,Madurai,2018-03-12,West,1722,0.18,309.96,TamilNadu,12-03-2018,,,
OD5141,Amrish,Bakery,Cakes,Ramanadhapuram,10-31-2015,West,659,0.15,230.65,TamilNadu,10-31-2015,,,
OD5142,Hussain,"Eggs,Meat&Fish",Mutton,Tirunelveli,5-27-2015,West,1841,0.3,644.35,TamilNadu,5-27-2015,,,
OD5143,Jonas,Fruits&Veggies,OrganicVegetables,Salem,7-22-2017,Central,1908,0.1,744.12,TamilNadu,7-22-2017,,,
OD5144,Muneer,Beverages,HealthDrinks,Perambalur,2018-04-12,Central,1610,0.34,531.3,TamilNadu,12-04-2018,,,
OD5145,Hussain,Fruits&Veggies,OrganicVegetables,Tenkasi,2018-07-09,Central,1294,0.24,439.96,TamilNadu,09-07-2018,,,
OD5146,Sharon,Oil&Masala,EdibleOil&Ghee,Madurai,7-31-2017,Central,2181,0.21,697.92,TamilNadu,7-31-2017,,,
OD5147,Veena,Beverages,SoftDrinks,Theni,2017-01-09,Central,532,0.3,63.84,TamilNadu,09-01-2017,,,
OD5148,Ravi,Beverages,HealthDrinks,Namakkal,2017-09-12,Central,651,0.16,240.87,TamilNadu,12-09-2017,,,
OD5149,Mathew,Beverages,SoftDrinks,Nagercoil,2018-05-08,Central,920,0.29,64.4,TamilNadu,08-05-2018,,,
OD5150,Arvind,"Eggs,Meat&Fish",Fish,Cumbum,2018-03-03,Central,595,0.35,178.5,TamilNadu,03-03-2018,,,
OD5151,Amy,"Eggs,Meat&Fish",Mutton,Kanyakumari,2017-09-12,Central,1195,0.33,478,TamilNadu,12-09-2017,,,
OD5152,Sharon,"Eggs,Meat&Fish",Eggs,Ooty,2016-05-03,Central,2038,0.29,733.68,TamilNadu,03-05-2016,,,
OD5153,Yadav,Bakery,Breads&Buns,Virudhunagar,2016-01-06,Central,974,0.19,185.06,TamilNadu,06-01-2016,,,
OD5154,Krithika,Snacks,Chocolates,Karur,2016-01-06,Central,1272,0.26,508.8,TamilNadu,06-01-2016,,,
OD5155,Yusuf,Snacks,Noodles,Perambalur,2017-11-11,Central,1278,0.15,575.1,TamilNadu,11-11-2017,,,
OD5156,Jackson,Beverages,HealthDrinks,Bodi,9-22-2017,Central,1727,0.2,189.97,TamilNadu,9-22-2017,,,
OD5157,Willams,FoodGrains,Rice,Tenkasi,10-20-2017,Central,2108,0.13,653.48,TamilNadu,10-20-2017,,,
OD5158,Veronica,Oil&Masala,Spices,Theni,7-21-2015,Central,2345,0.11,422.1,TamilNadu,7-21-2015,,,
OD5159,Adavan,"Eggs,Meat&Fish",Eggs,Karur,8-26-2017,Central,964,0.14,318.12,TamilNadu,8-26-2017,,,
OD5160,Sudha,FoodGrains,Atta&Flour,Krishnagiri,2018-08-12,Central,552,0.14,138,TamilNadu,12-08-2018,,,
OD5161,Haseena,Bakery,Breads&Buns,Dharmapuri,11-13-2016,Central,2266,0.32,362.56,TamilNadu,11-13-2016,,,
